10.931874974630773	0
11.999957961961627	1
13.069874956272542	2
14.137540943920612	3
15.124624944292009	4
30.11141694150865	5
31.10529202967882	6
32.09320793393999	7
33.08750002179295	8
34.078708034940064	9
35.069291945546865	10
50.06441695149988	11
51.05433298740536	12
52.042583003640175	13
53.02966700401157	14
54.013957967981696	15
54.99883298762143	16
55.98645796999335	17
69.9806249467656	18
70.9720419254154	19
71.95725000929087	20
72.9448749916628	21
73.92908295150846	22
74.91662492975593	23
75.90349996462464	24
90.89287498500198	25
91.87741694040596	26
92.8654579911381	27
93.8511670101434	28
94.83608300797641	29
95.82095802761614	30
110.80633301753551	31
111.79133295081556	32
112.7787500154227	33
113.78899996634573	34
114.77983300574124	35
115.7762500224635	36
116.77029193378985	37
131.7564999917522	38
132.75079196318984	39
133.73808295000345	40
134.7573329694569	41
135.76079194899648	42
136.76195801235735	43
144.75099998526275	44
145.74620802886784	45
146.74087497405708	46
147.73149997927248	47
148.72637495864183	48
149.72720795776695	49
150.71862493641675	50
170.70754198357463	51
171.6932919807732	52
172.6809999672696	53
173.6702499911189	54
174.64937502518296	55
175.63645797781646	56
176.62124999333173	57
177.60833294596523	58
192.61254195589572	59
193.60554195009172	60
194.5984170306474	61
195.58604201301932	62
196.57037500292063	63
197.55508296657354	64
198.54487502016127	65
212.53962500486523	66
213.5283750249073	67
214.51362501829863	68
215.5206250026822	69
216.50845801923424	70
217.49262500088662	71
218.48325000610203	72
232.47570800594985	73
233.46008302178234	74
234.4452500110492	75
235.430583008565	76
236.4153329981491	77
237.40287497639656	78
249.38891700003296	79
250.37349993363023	80
251.3591250171885	81
252.34587502200156	82
253.33154201507568	83
254.32258297223598	84
262.3430419480428	85
263.33145797252655	86
264.33725003153086	87
265.3609999688342	88
266.3493329891935	89
267.3415419412777	90
268.3274169685319	91
283.3137499401346	92
284.3046250054613	93
285.295374924317	94
286.2797499401495	95
287.2998749371618	96
288.2852499606088	97
289.27850001491606	98
301.8724169814959	99
